User,Название,Жанр,Рейтинг
User51,Film_108,мелодрама,4.5
User26,Film_265,фантастика,3.3
User10,Film_97,детектив,3.0
User18,Film_204,триллер,2.4
User110,Film_181,комедия,3.8
User66,Film_155,триллер,2.1
User96,Film_398,триллер,3.6
User1,Film_74,драма,4.4
User62,Film_138,триллер,2.1
User30,Film_206,мелодрама,2.5
User28,Film_300,фантастика,2.9
User71,Film_137,мелодрама,3.1
User14,Film_168,боевик,2.5
User11,Film_187,фантастика,4.7
User60,Film_388,детектив,2.1
User101,Film_81,триллер,3.2
User20,Film_301,фантастика,3.4
User131,Film_96,триллер,2.9
User88,Film_96,триллер,3.8
User148,Film_252,детектив,4.6
User112,Film_7,триллер,3.8
User121,Film_129,детектив,2.7
User118,Film_155,триллер,4.8
User118,Film_13,боевик,3.8
User92,Film_57,фантастика,3.4
User113,Film_316,детектив,4.7
User71,Film_108,мелодрама,3.1
User58,Film_307,комедия,2.8
User74,Film_84,комедия,4.8
User145,Film_223,фантастика,4.1
User53,Film_103,мелодрама,2.4
User124,Film_59,боевик,2.3
User85,Film_195,фантастика,4.6
User89,Film_364,драма,3.8
User2,Film_193,боевик,3.0
User52,Film_322,боевик,4.3
User115,Film_10,боевик,3.1
User64,Film_192,мелодрама,4.1
User65,Film_395,комедия,4.0
User64,Film_343,триллер,4.2
User5,Film_242,фантастика,4.9
User91,Film_315,детектив,2.9
User11,Film_368,боевик,2.9
User142,Film_114,детектив,3.6
User72,Film_371,мелодрама,2.5
User69,Film_9,драма,3.4
User41,Film_260,боевик,2.2
User21,Film_347,мелодрама,3.7
User58,Film_141,фантастика,3.1
User91,Film_363,детектив,2.9
User70,Film_214,мелодрама,4.0
User75,Film_230,боевик,2.6
User145,Film_330,мелодрама,4.0
User86,Film_76,драма,4.4
User77,Film_17,триллер,3.1
User61,Film_78,боевик,3.7
User119,Film_317,триллер,3.4
User22,Film_52,комедия,2.3
User34,Film_149,фантастика,3.6
User100,Film_201,боевик,3.7
User134,Film_173,триллер,4.0
User7,Film_206,мелодрама,2.3
User123,Film_176,мелодрама,1.9
User136,Film_347,мелодрама,4.4
User84,Film_363,детектив,4.0
User67,Film_23,комедия,2.8
User83,Film_169,фантастика,3.2
User15,Film_162,драма,5.0
User122,Film_130,детектив,3.5
User80,Film_342,боевик,2.1
User69,Film_95,детектив,3.1
User126,Film_35,мелодрама,3.0
User146,Film_200,фантастика,3.9
User43,Film_397,комедия,3.7
User42,Film_314,комедия,2.9
User37,Film_309,комедия,3.7
User121,Film_211,драма,3.2
User45,Film_198,мелодрама,2.9
User105,Film_185,триллер,2.6
User22,Film_152,детектив,3.4
User11,Film_233,боевик,3.5
User140,Film_205,триллер,3.2
User134,Film_50,триллер,3.1
User115,Film_162,драма,3.1
User102,Film_112,боевик,3.6
User84,Film_382,боевик,5.0
User126,Film_52,комедия,2.8
User70,Film_333,мелодрама,3.9
User49,Film_58,детектив,2.5
User65,Film_46,триллер,2.5
User111,Film_92,драма,3.2
User121,Film_395,комедия,3.7
User147,Film_101,драма,4.6
User40,Film_73,драма,5.0
User130,Film_363,детектив,3.9
User139,Film_91,триллер,2.3
User31,Film_126,боевик,3.6
User85,Film_84,комедия,2.2
User55,Film_270,детектив,3.0
User119,Film_259,триллер,3.4
User36,Film_337,фантастика,3.7
User143,Film_150,драма,4.9
User33,Film_367,мелодрама,2.7
User77,Film_128,мелодрама,2.5
User133,Film_342,боевик,3.7
User30,Film_62,триллер,3.5
User37,Film_135,мелодрама,2.2
User142,Film_222,детектив,3.6
User124,Film_41,драма,3.7
User117,Film_371,мелодрама,4.6
User95,Film_298,комедия,2.2
User133,Film_194,боевик,4.0
User79,Film_87,мелодрама,4.6
User147,Film_134,триллер,5.0
User122,Film_353,боевик,4.6
User72,Film_255,боевик,4.2
User43,Film_189,триллер,5.0
User107,Film_58,детектив,3.6
User134,Film_92,драма,4.6
User58,Film_129,детектив,2.3
User116,Film_239,детектив,3.1
User144,Film_357,фантастика,4.5
User133,Film_150,драма,3.8
User103,Film_386,боевик,3.3
User123,Film_324,детектив,4.5
User74,Film_219,комедия,4.3
User110,Film_239,детектив,4.8
User24,Film_45,детектив,4.3
User51,Film_246,триллер,3.2
User24,Film_227,драма,3.5
User56,Film_284,детектив,4.3
User116,Film_184,драма,2.7
User73,Film_236,комедия,4.2
User7,Film_282,драма,2.9
User87,Film_300,фантастика,4.5
User146,Film_38,мелодрама,4.8
User21,Film_340,драма,2.9
User35,Film_329,триллер,5.0
User46,Film_33,боевик,2.7
User127,Film_231,комедия,4.5
User78,Film_124,комедия,4.0
User87,Film_165,комедия,4.7
User103,Film_120,драма,3.4
User38,Film_268,мелодрама,2.1
User50,Film_275,детектив,3.7
User4,Film_86,драма,4.4
User17,Film_129,детектив,4.2
User43,Film_340,драма,4.5
User135,Film_136,драма,4.5
User80,Film_364,драма,4.1
User13,Film_57,фантастика,4.4
User129,Film_52,комедия,2.9
User65,Film_33,боевик,4.6
User13,Film_130,детектив,1.8
User125,Film_246,триллер,2.2
User49,Film_73,драма,2.6
User38,Film_290,детектив,4.6
User31,Film_197,детектив,3.8
User127,Film_386,боевик,4.7
User14,Film_237,мелодрама,3.3
User139,Film_223,фантастика,3.9
User96,Film_116,фантастика,2.1
User120,Film_160,триллер,2.9
User36,Film_388,детектив,4.6
User85,Film_91,триллер,4.3
User22,Film_99,детектив,4.0
User114,Film_397,комедия,4.8
User109,Film_255,боевик,3.3
User99,Film_229,триллер,2.9
User125,Film_156,боевик,4.7
User114,Film_37,боевик,2.8
User42,Film_356,драма,2.2
User139,Film_9,драма,2.2
User12,Film_199,драма,3.0
User105,Film_66,фантастика,3.9
User65,Film_92,драма,4.2
User16,Film_160,триллер,4.6
User87,Film_282,драма,3.7
User101,Film_67,триллер,3.2
User114,Film_294,триллер,3.4
User40,Film_257,боевик,2.0
User60,Film_53,боевик,2.4
User58,Film_165,комедия,3.1
User47,Film_100,триллер,5.0
User100,Film_238,мелодрама,4.6
User30,Film_179,драма,2.3
User100,Film_79,драма,4.8
User137,Film_176,мелодрама,1.8
User28,Film_249,драма,2.8
User77,Film_225,фантастика,4.6
User23,Film_211,драма,2.7
User58,Film_227,драма,3.6
User52,Film_244,боевик,4.1
User74,Film_13,боевик,4.4
User136,Film_64,фантастика,2.6
User99,Film_90,фантастика,2.4
User78,Film_179,драма,2.3
User90,Film_92,драма,1.8
User48,Film_237,мелодрама,2.7
User121,Film_360,драма,2.9
User150,Film_15,драма,3.5
User110,Film_245,детектив,4.6
User52,Film_375,боевик,3.8
User134,Film_6,боевик,3.3
User62,Film_185,триллер,2.7
User4,Film_181,комедия,2.7
User111,Film_391,триллер,2.7
User103,Film_182,детектив,1.7
User17,Film_163,триллер,3.8
User150,Film_269,боевик,1.8
User43,Film_354,боевик,1.9
User18,Film_45,детектив,2.8
User126,Film_377,мелодрама,3.6
User9,Film_152,детектив,3.5
User105,Film_35,мелодрама,4.3
User125,Film_343,триллер,1.8
User109,Film_260,боевик,3.0
User97,Film_348,драма,4.9
User147,Film_165,комедия,2.4
User107,Film_245,детектив,3.9
User80,Film_170,комедия,4.4
User121,Film_337,фантастика,3.9
User74,Film_215,драма,3.4
User21,Film_144,фантастика,3.0
User11,Film_54,боевик,2.5
User90,Film_156,боевик,2.7
User66,Film_267,детектив,3.2
User14,Film_171,фантастика,2.8
User46,Film_148,фантастика,4.1
User48,Film_327,мелодрама,2.3
User103,Film_274,боевик,3.0
User53,Film_299,детектив,3.0
User60,Film_10,боевик,2.7
User109,Film_89,мелодрама,4.5
User145,Film_5,фантастика,3.4
User92,Film_162,драма,2.3
User29,Film_270,детектив,4.1
User64,Film_198,мелодрама,4.1
User126,Film_119,фантастика,5.0
User22,Film_252,детектив,4.1
User115,Film_7,триллер,5.0
User87,Film_258,триллер,4.2
User19,Film_175,детектив,4.4
User23,Film_145,триллер,2.9
User91,Film_14,триллер,2.5
User33,Film_344,фантастика,3.9
User8,Film_135,мелодрама,5.0
User3,Film_229,триллер,2.1
User111,Film_201,боевик,4.2
User3,Film_305,детектив,4.2
User64,Film_120,драма,4.6
User34,Film_201,боевик,2.6
User49,Film_216,драма,3.0
User41,Film_33,боевик,2.9
User106,Film_226,драма,3.3
User56,Film_349,фантастика,3.5
User43,Film_121,детектив,4.5
User45,Film_186,драма,4.2
User97,Film_383,мелодрама,4.3
User76,Film_65,боевик,2.6
User64,Film_164,мелодрама,4.1
User88,Film_192,мелодрама,3.7
User127,Film_181,комедия,4.2
User98,Film_44,драма,2.8
User94,Film_140,триллер,1.7
User71,Film_148,фантастика,3.0
User143,Film_82,фантастика,3.0
User121,Film_373,триллер,4.5
User136,Film_230,боевик,5.0
User27,Film_247,драма,5.0
User14,Film_323,боевик,2.7
User117,Film_66,фантастика,3.4
User85,Film_357,фантастика,4.2
User108,Film_245,детектив,4.2
User60,Film_277,комедия,2.5
User47,Film_48,детектив,4.2
User70,Film_177,мелодрама,4.6
User140,Film_106,драма,4.8
User4,Film_49,мелодрама,3.2
User63,Film_319,комедия,1.8
User91,Film_239,детектив,2.9
User121,Film_18,боевик,4.4
User143,Film_314,комедия,2.0
User124,Film_170,комедия,3.6
User39,Film_111,триллер,3.1
User145,Film_79,драма,4.8
User112,Film_149,фантастика,2.7
User54,Film_139,детектив,3.5
User86,Film_211,драма,4.7
User79,Film_256,мелодрама,4.3
User112,Film_160,триллер,4.6
User73,Film_160,триллер,3.2
User93,Film_216,драма,4.2
User138,Film_312,комедия,3.4
User1,Film_21,фантастика,3.2
User9,Film_395,комедия,4.1
User65,Film_196,комедия,3.8
User24,Film_63,драма,3.6
User22,Film_31,триллер,3.1
User143,Film_275,детектив,2.6
User118,Film_78,боевик,3.9
User58,Film_183,мелодрама,5.0
User139,Film_24,драма,2.7
User16,Film_137,мелодрама,4.9
User68,Film_209,триллер,2.8
User26,Film_140,триллер,4.6
User120,Film_16,боевик,3.7
User148,Film_43,триллер,1.5
User78,Film_170,комедия,4.3
User53,Film_140,триллер,4.8
User1,Film_355,драма,3.8
User46,Film_197,детектив,5.0
User54,Film_181,комедия,3.9
User70,Film_198,мелодрама,4.4
User122,Film_10,боевик,4.4
User76,Film_157,драма,4.3
User11,Film_140,триллер,3.6
User139,Film_203,фантастика,3.9
User39,Film_218,фантастика,4.5
User103,Film_210,фантастика,2.7
User123,Film_387,драма,5.0
User143,Film_243,драма,4.6
User111,Film_124,комедия,2.4
User47,Film_197,детектив,4.5
User91,Film_6,боевик,1.7
User122,Film_36,фантастика,4.0
User107,Film_299,детектив,3.4
User31,Film_93,боевик,3.7
User36,Film_333,мелодрама,3.1
User72,Film_75,детектив,3.5
User138,Film_383,мелодрама,5.0
User116,Film_173,триллер,3.6
User77,Film_50,триллер,4.2
User146,Film_17,триллер,2.2
User42,Film_248,боевик,1.6
User142,Film_211,драма,2.8
User38,Film_116,фантастика,4.8
User100,Film_242,фантастика,3.6
User90,Film_29,мелодрама,2.7
User22,Film_227,драма,3.8
User85,Film_226,драма,3.1
User39,Film_277,комедия,5.0
User11,Film_127,детектив,4.3
User124,Film_383,мелодрама,4.0
User105,Film_281,мелодрама,4.8
User52,Film_7,триллер,3.2
User96,Film_4,мелодрама,3.1
User15,Film_40,боевик,3.8
User91,Film_261,фантастика,2.3
User98,Film_323,боевик,2.7
User14,Film_236,комедия,4.5
User102,Film_258,триллер,4.7
User108,Film_226,драма,2.8
User118,Film_299,детектив,3.2
User116,Film_252,детектив,3.4
User23,Film_200,фантастика,2.5
User126,Film_345,детектив,2.3
User12,Film_400,боевик,3.9
User134,Film_147,фантастика,2.7
User83,Film_201,боевик,4.0
User63,Film_183,мелодрама,3.7
User28,Film_27,мелодрама,5.0
User20,Film_58,детектив,1.9
User126,Film_97,детектив,2.8
User95,Film_289,фантастика,3.8
User72,Film_163,триллер,2.8
User26,Film_196,комедия,2.4
User49,Film_4,мелодрама,4.5
User104,Film_249,драма,4.9
User37,Film_46,триллер,2.6
User97,Film_113,комедия,3.0
User52,Film_107,мелодрама,3.0
User106,Film_355,драма,3.3
User98,Film_267,детектив,3.9
User52,Film_151,комедия,2.6
User85,Film_232,комедия,2.0
User111,Film_223,фантастика,2.5
User26,Film_83,детектив,4.2
User77,Film_266,комедия,2.3
User56,Film_89,мелодрама,4.4
User76,Film_182,детектив,4.4
User71,Film_339,боевик,2.2
User96,Film_3,триллер,3.2
User95,Film_102,фантастика,3.9
User17,Film_292,драма,3.4
User42,Film_328,боевик,1.6
User97,Film_69,фантастика,4.4
User24,Film_382,боевик,5.0
User58,Film_327,мелодрама,4.2
User150,Film_298,комедия,4.6
User136,Film_242,фантастика,2.3
User12,Film_28,триллер,3.8
User21,Film_378,триллер,2.9
User108,Film_62,триллер,4.4
User87,Film_376,детектив,2.6
User133,Film_64,фантастика,3.2
User148,Film_139,детектив,4.6
User58,Film_231,комедия,3.3
User42,Film_357,фантастика,3.0
